datetime,actual,p50,confidence,top_feature_1,top_feature_2,top_feature_3,top_feature_4,top_feature_5,top_shap_1,top_shap_2,top_shap_3,top_shap_4,top_shap_5
2026-03-01 12:15:00,-0.68,4.744305822044548,0.46185289306376165,mcp_lag_1d,hourly_trend,mcp_lag_7d,mcp_lag_2d,day_of_week,-50.11691910097529,-10.873312255506354,-8.852871332496717,-6.993158737431194,-6.082113957770949
2026-03-01 12:30:00,-0.62,4.721916936994481,0.46185289306376165,mcp_lag_1d,hourly_trend,mcp_lag_7d,mcp_lag_2d,day_of_week,-50.12281584596782,-10.873941236664702,-8.859964943804426,-6.986821514175279,-6.089425525219219
2026-03-01 12:45:00,-1.0,4.701760604639404,0.46185289306376165,mcp_lag_1d,hourly_trend,mcp_lag_7d,mcp_lag_2d,day_of_week,-50.05560380362999,-10.876529371030722,-8.860330219683187,-6.995302072221953,-6.091041170884468
2026-03-01 13:00:00,-1.01,4.401410371790255,0.4623187088384436,mcp_lag_1d,hourly_trend,mcp_lag_7d,mcp_lag_2d,day_of_week,-49.9442541188146,-11.106571064352702,-8.552607860425116,-6.87894371457127,-6.1278379208835325
2026-03-01 14:00:00,-1.0,4.639700815419661,0.46325402222585776,mcp_lag_1d,hourly_trend,mcp_lag_7d,day_of_week,mcp_lag_2d,-49.753802947979366,-11.316283388269701,-8.504354057673321,-6.784936969966665,-6.289005237394335
2026-03-01 14:45:00,0.0,4.852082624855353,0.4712340762284688,mcp_lag_1d,hourly_trend,day_of_week,mcp_lag_7d,mcp_lag_2d,-49.27053217871139,-11.362668206513867,-9.205540706659253,-8.870844542595174,-4.474391710647267
2026-03-01 15:15:00,0.0,4.885380450912451,0.45991026330357254,mcp_lag_1d,hourly_trend,day_of_week,mcp_lag_7d,curve_volatility,-49.511763042860245,-11.259965166137764,-9.473628702567598,-9.128173200046804,-4.402801768122286
2026-03-01 15:30:00,0.0,5.038690855546073,0.4600365064802443,mcp_lag_1d,hourly_trend,day_of_week,mcp_lag_7d,curve_volatility,-49.689930533202705,-11.113257017808364,-9.995936612300966,-9.762903861842357,-4.393943311269682
2026-03-01 15:45:00,0.01,5.11863463034616,0.46781312365171845,mcp_lag_1d,hourly_trend,day_of_week,mcp_lag_7d,curve_volatility,-51.11566351502868,-11.46262104891694,-9.885690898674483,-9.733686853005933,-4.434103281187392
2026-03-01 16:00:00,0.01,5.11390888112332,0.4414559778567464,mcp_lag_1d,hourly_trend,day_of_week,mcp_lag_7d,curve_volatility,-51.431465812489584,-10.980108520495406,-10.389967735361937,-10.243140906821269,-4.49785800604625
2026-03-01 16:15:00,68.15,39.789487827913256,0.3603283579871497,mcp_lag_1d,mcp_lag_7d,day_of_week,hourly_trend,mcp_roll7d_mean,-26.899543140472762,-14.485671040206924,-10.881370620645571,-8.193442787709023,4.25837922337611
2026-03-01 16:30:00,80.58,80.26247869555938,0.1455102885807047,day_of_week,hourly_trend,mcp_lag_7d,mcp_lag_1d,ramp_1h,-7.669707720102991,-7.294477975654802,-6.276881265511425,-5.579286064830043,5.158038017541337
2026-03-01 16:45:00,90.86,96.7090935339914,0.08055265984426352,day_of_week,mcp_lag_2d,ramp_1h,hourly_trend,mcp_lag_7d,-6.986520532842781,6.280287756479504,6.039321729954582,-6.028345690416322,-4.671984851355692
2026-03-01 17:00:00,81.13,103.39640019041478,0.2786032551254496,ramp_1h,day_of_week,hour_sin,mcp_lag_1d,mcp_lag_7d,6.226587104155178,-5.594162656404067,5.442614404377594,-3.8555584690165348,-3.5126025287671157
2026-03-01 17:15:00,92.65,100.88267250721263,0.2552572150039065,day_of_week,hour_sin,mcp_lag_2d,hourly_trend,mcp_lag_7d,-6.566062484127808,5.911660714201431,5.203148131522077,-3.588578097627236,-3.5723211690591006
2026-03-01 17:30:00,93.23,107.40024228628776,0.27929929104083806,day_of_week,hour_sin,mcp_lag_2d,hourly_trend,mcp_lag_7d,-6.783579868640981,5.612180403464829,5.481381243809256,-2.9720312145585845,-2.790184961082064
2026-03-01 17:45:00,106.3,111.8398054825101,0.30334643178698173,day_of_week,mcp_lag_2d,hour_sin,mcp_roll7d_mean,solar_proxy,-7.108389965486798,5.484521133703174,5.272129477231619,1.8538537005872788,-1.671745421785722
2026-03-01 18:00:00,91.59,112.01986822322975,0.3282374705162424,day_of_week,hour_sin,mcp_lag_2d,mcp_lag_7d,solar_proxy,-6.622519504213242,6.214360692202789,4.145619855760142,-3.2127540231209775,-1.6920022326297048
2026-03-01 18:15:00,94.56,115.72806373107646,0.3676896661278902,day_of_week,hour_sin,mcp_lag_2d,hourly_trend,mcp_roll7d_mean,-6.774365170425953,5.802157478563423,4.8010600332102715,1.8883669022594827,1.8634850272556382
2026-03-01 18:30:00,99.11,112.19408023133833,0.36437075940902663,day_of_week,hour_sin,mcp_lag_2d,mcp_lag_7d,hourly_trend,-6.21185438823152,6.189589193875521,4.9946729768002065,-3.6644374701626283,2.1375145617288527
2026-03-01 18:45:00,100.71,112.90684135067035,0.3737347924744695,hour_sin,day_of_week,mcp_lag_2d,mcp_lag_7d,hourly_trend,6.318231784222561,-6.19657437692075,5.045658334838307,-3.128885587391442,2.2303143001764854
2026-03-01 19:00:00,92.73,113.71905354485087,0.31935679970060604,day_of_week,hour_sin,mcp_lag_2d,mcp_lag_7d,hourly_trend,-6.629967520423211,5.857391639551598,5.646775233119163,-3.511178437557002,2.1784970386408244
2026-03-01 19:15:00,101.48,111.17031401153555,0.32946384950232965,day_of_week,hour_sin,mcp_lag_2d,mcp_lag_7d,apparent_temperature,-6.552911835310323,5.830068995207445,5.5526513318463016,-4.170128358139284,1.8488089521584274
2026-03-01 19:30:00,105.31,103.0568895733333,0.3600100418861143,hour_sin,day_of_week,mcp_lag_7d,mcp_lag_1d,solar_proxy,5.823218795930749,-5.165944896327941,-4.219215625154918,-4.204650130830486,-2.748755167111996
2026-03-01 19:45:00,104.05,102.11067338272544,0.332205922322084,hour_sin,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,5.610545361515183,-5.274038747442227,-5.023601410776157,-3.782998668967615,-2.8102044031131244
2026-03-01 20:00:00,112.24,105.383247679761,0.28795677407110576,day_of_week,mcp_lag_1d,mcp_lag_2d,hour_sin,mcp_lag_7d,-5.967400960694177,-5.46539039128776,5.316493251587701,4.041288939833211,-3.30623837611529
2026-03-01 20:15:00,105.34,101.9152047526181,0.29456595185697776,mcp_lag_1d,day_of_week,mcp_lag_2d,mcp_lag_7d,hourly_trend,-6.615761986803858,-5.699445086145973,4.640599548732147,-3.3804959679863376,-2.7547017105914042
2026-03-01 20:30:00,94.63,97.32809349528806,0.3535196178463659,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,hour_sin,-6.285336068137427,-5.158440919617726,-3.6433602735372657,-3.431077880773631,2.502543673472271
2026-03-01 20:45:00,94.68,92.16266454966485,0.47454706790069356,mcp_lag_1d,day_of_week,hourly_trend,mcp_lag_7d,hour_cos,-10.516712050675503,-5.549661559675771,-3.448491019881176,-2.934297704226746,2.705616837988448
2026-03-01 21:00:00,91.83,95.12410081542633,0.37960714737150303,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,hour_cos,-5.880737042610557,-4.898353237192871,-3.643995963284297,-3.4267749663829354,2.229944205729513
2026-03-01 21:15:00,98.14,91.93697366588113,0.4726589712357876,mcp_lag_7d,mcp_lag_1d,day_of_week,hourly_trend,hour_cos,-5.516133576600847,-5.356915831356284,-4.86835784055353,-4.095501834427624,2.3634156795554118
2026-03-01 21:30:00,92.33,81.989838569237,0.5130961775395355,mcp_lag_1d,mcp_lag_7d,day_of_week,hourly_trend,hour_cos,-12.691413672716111,-6.122219952494928,-6.003042394512431,-4.089350672474293,3.598060499263513
2026-03-01 21:45:00,90.15,74.77872341887111,0.5252094068426229,mcp_lag_1d,mcp_lag_7d,day_of_week,hour_cos,hourly_trend,-23.16468719332571,-6.209687257382661,-5.777315649931479,4.869353356675132,-3.9996563087869803
2026-03-01 22:00:00,91.29,81.80180515657065,0.4972757055947983,mcp_lag_1d,day_of_week,hourly_trend,mcp_lag_7d,hour_cos,-12.268485713679041,-6.001936008990282,-4.030194924562742,-3.562164164164173,3.47575837540679
2026-03-01 22:15:00,84.93,75.17154903514862,0.5047449041657784,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,hour_cos,-14.142749193374312,-6.240255347678482,-6.1288315483359295,-4.319939073608713,3.384345192742234
2026-03-01 22:30:00,88.82,69.83147908906857,0.5184621163184623,mcp_lag_1d,mcp_lag_7d,day_of_week,mcp_lag_2d,hour_cos,-17.853009676356525,-6.433243360951698,-5.808059856421053,-4.5840498993538334,4.5222614318575935
2026-03-01 22:45:00,80.37,65.3637563218351,0.5051862247785404,mcp_lag_1d,mcp_lag_7d,day_of_week,hour_cos,mcp_lag_2d,-23.326579617943793,-7.070581514067091,-6.295642759850706,4.5645274395660245,-4.308492893788722
2026-03-01 23:00:00,83.19,69.262688183999,0.5084565382619748,mcp_lag_1d,day_of_week,mcp_lag_7d,mcp_lag_2d,hourly_trend,-13.4864942882539,-6.591672673474018,-6.508002257965683,-5.428668331817552,-4.385096691738717
2026-03-01 23:15:00,80.9,68.73436957919877,0.49953506461357233,mcp_lag_1d,mcp_lag_7d,day_of_week,hour_cos,hourly_trend,-17.062266409061206,-7.299470526758225,-6.008145721917217,4.966630098769794,-4.930756494310544
2026-03-01 23:30:00,79.39,36.51455187261463,0.48581033609947655,mcp_lag_1d,mcp_lag_7d,day_of_week,hourly_trend,curve_volatility,-46.43377373320817,-9.210642332232712,-8.725855450270386,-7.1910763666677795,-5.036827633010094
2026-03-01 23:45:00,63.94,42.32212585428753,0.4841516196286316,mcp_lag_1d,mcp_lag_7d,day_of_week,hourly_trend,hour_cos,-44.17890911483396,-9.281784550071793,-8.124917200425608,-7.017018650514821,5.020182999241786
2026-03-02 00:00:00,88.23,76.98214675850991,0.544831600200319,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-19.290641623563722,9.15258158322087,-7.486078649544783,-5.563720019024527,2.879928061183173
2026-03-02 00:15:00,82.03,65.2160132737623,0.47318714897064007,mcp_lag_1d,day_of_week,hourly_trend,mcp_lag_7d,direct_radiation,-39.41730610471292,13.32664830375801,-7.11060680921526,-6.995579241524696,3.906308544396601
2026-03-02 00:30:00,80.12,63.48017610107115,0.49660575876795765,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-40.09744469545587,13.072559142303957,-7.118778520869035,-6.908194481791942,3.9814242574007257
2026-03-02 00:45:00,75.8,63.25131535008955,0.4968310276108999,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-40.20836764504951,13.023149674429705,-7.032944907666885,-6.9849314388136765,3.964089180378279
2026-03-02 01:00:00,78.82,76.42020132588137,0.49952469884701556,mcp_lag_1d,day_of_week,hourly_trend,mcp_lag_7d,direct_radiation,-30.124766657268193,15.216861931009612,-7.611924376830881,-7.2055865182180145,3.559825192742796
2026-03-02 01:15:00,78.54,80.57426250029197,0.5154513121188604,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-19.332610505375527,9.412212263902827,-7.65944430703733,-5.892384740414618,3.0085109578054037
2026-03-02 01:30:00,74.99,63.32159328267384,0.5019966702285276,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-39.92432403349261,13.295663982401358,-7.065765154082023,-6.908617456432959,3.97210366364479
2026-03-02 01:45:00,75.93,63.6181958186455,0.5005392419462891,mcp_lag_1d,day_of_week,hourly_trend,mcp_lag_7d,direct_radiation,-39.95667926715843,13.363476969472943,-6.992901184477087,-6.9208217414690685,3.9725679858137597
2026-03-02 02:00:00,74.92,79.3205844041826,0.5289980910027359,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-19.45024868504234,9.438672606344227,-7.356651364521571,-5.372457779613901,2.9028670261524065
2026-03-02 02:15:00,74.37,76.74818220380985,0.518312268080946,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-29.866018539377617,14.896913777097616,-7.151208272787651,-6.674587209309951,3.6571239189094347
2026-03-02 02:30:00,75.61,62.66341875304604,0.5103888877559473,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-39.87680880945948,13.270861966731383,-6.869179995032862,-6.774156177481338,3.9554667569875996
2026-03-02 02:45:00,75.18,63.02825545360482,0.5095140321472686,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-39.77890382333035,13.39450562793659,-6.886908156638804,-6.719552955974208,3.9651003894376267
2026-03-02 03:00:00,75.75,62.92690504850087,0.47523579781846714,mcp_lag_1d,day_of_week,hourly_trend,mcp_lag_7d,direct_radiation,-39.37604340190977,14.194971057629038,-8.234631565848014,-6.693326733314138,3.706558227441042
2026-03-02 03:15:00,73.92,78.8183141062671,0.5360315695577925,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-19.68600072627721,9.814045722561495,-7.444473442398445,-5.815476736086944,2.8785140341234885
2026-03-02 03:30:00,73.99,71.17634050743027,0.5290989791754803,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-29.269292620232488,12.948755765562186,-7.69457451652774,-6.29404277310852,3.3711396324920044
2026-03-02 03:45:00,78.66,62.08922282959864,0.47872372904464955,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-39.8806626463899,13.050371816509237,-6.752007689468522,-6.497910204574059,3.895241957303205
2026-03-02 04:00:00,73.89,78.99549966149999,0.5395934508926585,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-21.017183723184072,10.453214703701997,-7.62185147169112,-5.5460661162719,2.854417869307758
2026-03-02 04:15:00,76.55,69.45281447368696,0.5469210609997939,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-28.012973268460822,11.739064939272307,-8.129899217883786,-6.487230343429959,3.1594324654458563
2026-03-02 04:30:00,85.44,61.900900927202656,0.4917080124663674,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-39.524846992247326,13.139624860701433,-6.973541540928864,-6.626926247700325,3.4953765356434934
2026-03-02 04:45:00,90.94,60.92704934717465,0.49874265330433853,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-40.05183300099992,13.031876566579143,-7.034854812661331,-6.604345731296008,3.563668362322574
2026-03-02 05:00:00,88.83,78.5259162258374,0.5612867182010826,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,mcp_lag_2d,-17.07386154092764,9.625307836861001,-7.969677453056949,-5.618272852595971,-3.4421586583109587
2026-03-02 05:15:00,94.17,78.92775007679533,0.5370142189686582,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,mcp_lag_2d,-17.079787340260275,10.147402449973589,-8.078179637384169,-5.580891307236314,-3.3881874295448147
2026-03-02 05:30:00,101.06,80.88357260317771,0.5282546865972886,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,mcp_lag_2d,-17.10750275010374,10.05614544959044,-7.820599620954205,-5.5571736230944175,-3.115804105098901
2026-03-02 05:45:00,116.88,80.39045281491012,0.49997781382636897,mcp_lag_1d,mcp_lag_7d,day_of_week,hourly_trend,mcp_lag_2d,-16.466051036622893,-12.038111784571054,10.863944862077142,-4.719354740135235,-4.223681714526619
2026-03-02 06:00:00,113.14,79.86877507180046,0.33681245084811007,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,hour_cos,-20.07233243006363,12.042954095667623,-8.30562378955432,-4.7764942389803196,3.4736274434023855
2026-03-02 06:15:00,125.06,82.57981751076125,0.41827902911642356,mcp_lag_1d,day_of_week,mcp_lag_7d,mcp_lag_2d,hourly_trend,-14.792519464346618,11.037612349357905,-5.639567553055984,-4.787838408988524,-4.4117928298694435
2026-03-02 06:30:00,127.06,78.29405825037364,0.3842442919228626,mcp_lag_1d,day_of_week,mcp_lag_7d,mcp_lag_2d,hourly_trend,-15.075140799197642,11.305707912859763,-9.534176115854889,-5.107625259602323,-4.368848995077929
2026-03-02 06:45:00,128.3,77.9501316611295,0.3799158941630856,mcp_lag_1d,mcp_lag_7d,day_of_week,hourly_trend,mcp_lag_2d,-19.765569176309796,-13.187621846759487,11.828003788932513,-4.696277456855425,-3.646720282131522
2026-03-02 07:00:00,130.53,72.85438410840996,0.3185372762153228,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-29.63515995541968,13.751373168975933,-10.874299246518817,-5.492684601117439,3.1798105663581246
2026-03-02 07:15:00,124.63,60.91516801056339,0.2388445551225089,mcp_lag_1d,day_of_week,mcp_lag_7d,hourly_trend,direct_radiation,-41.92965710314696,14.275699559184106,-10.990624395443316,-6.300195816781661,3.457552131899902
